ordernumber,orderdate,productline,country,quantityordered,priceeach,sales,total_sales,dealsize
10349,2004-12-01 00:00:00,Classic Cars,USA,38,100.0,6719.54,3800.0,Medium
10358,2004-12-10 00:00:00,Classic Cars,Spain,20,100.0,2428.0,2000.0,Small
10371,2005-01-23 00:00:00,Classic Cars,USA,25,100.0,2602.25,2500.0,Small
10382,2005-02-17 00:00:00,Classic Cars,USA,25,88.0,2200.0,2200.0,Small
10412,2005-05-03 00:00:00,Classic Cars,Spain,41,100.0,6712.93,4100.0,Medium
10425,2005-05-31 00:00:00,Classic Cars,France,28,100.0,5318.04,2800.0,Medium
10100,2003-01-06 00:00:00,Vintage Cars,USA,50,67.8,3390.0,3390.0,Medium
10110,2003-03-18 00:00:00,Vintage Cars,UK,32,50.25,1608.0,1608.0,Small
10124,2003-05-21 00:00:00,Vintage Cars,USA,42,53.88,2262.96,2262.96,Small
10149,2003-09-12 00:00:00,Vintage Cars,USA,24,62.36,1496.64,1496.6399999999999,Small
10162,2003-10-18 00:00:00,Vintage Cars,USA,27,69.62,1879.74,1879.7400000000002,Small
10173,2003-11-05 00:00:00,Vintage Cars,Italy,26,57.51,1495.26,1495.26,Small
10182,2003-11-12 00:00:00,Vintage Cars,USA,38,61.15,2323.7,2323.7,Small
10193,2003-11-21 00:00:00,Vintage Cars,Australia,42,59.33,2491.86,2491.86,Small
10204,2003-12-02 00:00:00,Vintage Cars,USA,23,71.44,1643.12,1643.12,Small
10214,2004-01-26 00:00:00,Vintage Cars,Spain,21,62.96,1322.16,1322.16,Small
10227,2004-03-02 00:00:00,Vintage Cars,France,28,50.85,1423.8,1423.8,Small
10241,2004-04-13 00:00:00,Vintage Cars,France,33,72.65,2397.45,2397.4500000000003,Small
10280,2004-08-17 00:00:00,Vintage Cars,Italy,25,62.96,1574.0,1574.0,Small
10288,2004-09-01 00:00:00,Vintage Cars,Singapore,28,61.75,1729.0,1729.0,Small
10303,2004-10-06 00:00:00,Vintage Cars,Spain,46,49.04,2255.84,2255.84,Small
10312,2004-10-21 00:00:00,Vintage Cars,USA,30,61.15,1834.5,1834.5,Small
10332,2004-11-17 00:00:00,Vintage Cars,UK,38,84.25,3201.5,3201.5,Medium
10344,2004-11-25 00:00:00,Vintage Cars,France,40,56.91,2276.4,2276.3999999999996,Small
10367,2005-01-12 00:00:00,Vintage Cars,USA,45,100.0,8884.8,4500.0,Large
10379,2005-02-10 00:00:00,Vintage Cars,Spain,27,49.3,1331.1,1331.1,Small
10407,2005-04-22 00:00:00,Vintage Cars,USA,42,72.65,3051.3,3051.3,Medium
10420,2005-05-29 00:00:00,Vintage Cars,Australia,36,63.57,2288.52,2288.52,Small
10104,2003-01-31 00:00:00,Trucks and Buses,Spain,29,100.0,3772.61,2900.0,Medium
10114,2003-04-01 00:00:00,Trucks and Buses,France,39,100.0,4164.42,3900.0,Medium
10127,2003-06-03 00:00:00,Trucks and Buses,USA,45,100.0,6295.95,4500.0,Medium
10141,2003-08-01 00:00:00,Trucks and Buses,Finland,47,100.0,6287.66,4700.0,Medium
10151,2003-09-21 00:00:00,Trucks and Buses,Finland,49,100.0,5412.54,4900.0,Medium
10165,2003-10-22 00:00:00,Trucks and Buses,Singapore,46,100.0,5984.14,4600.0,Medium
10175,2003-11-06 00:00:00,Trucks and Buses,UK,48,100.0,5891.04,4800.0,Medium
10184,2003-11-14 00:00:00,Trucks and Buses,Spain,46,100.0,5984.14,4600.0,Medium
10195,2003-11-25 00:00:00,Trucks and Buses,USA,35,100.0,3608.15,3500.0,Medium
10207,2003-12-09 00:00:00,Trucks and Buses,USA,43,100.0,5752.54,4300.0,Medium
10229,2004-03-11 00:00:00,Trucks and Buses,USA,26,100.0,3765.32,2600.0,Medium
10246,2004-05-05 00:00:00,Trucks and Buses,Spain,22,98.18,2159.96,2159.96,Small
10259,2004-06-15 00:00:00,Trucks and Buses,Singapore,34,99.41,3379.94,3379.94,Medium
10271,2004-07-20 00:00:00,Trucks and Buses,USA,50,100.0,5093.5,5000.0,Medium
10281,2004-08-19 00:00:00,Trucks and Buses,USA,48,100.0,5773.44,4800.0,Medium
10292,2004-09-08 00:00:00,Trucks and Buses,USA,41,100.0,4528.86,4100.0,Medium
10305,2004-10-13 00:00:00,Trucks and Buses,USA,36,100.0,4816.08,3600.0,Medium
10313,2004-10-22 00:00:00,Trucks and Buses,Canada,29,100.0,3416.78,2900.0,Medium
10324,2004-11-05 00:00:00,Trucks and Buses,USA,33,37.48,1236.84,1236.84,Small
10334,2004-11-19 00:00:00,Trucks and Buses,Sweden,46,100.0,5814.86,4600.0,Medium
10349,2004-12-01 00:00:00,Trucks and Buses,USA,38,100.0,5223.48,3800.0,Medium
10358,2004-12-10 00:00:00,Trucks and Buses,Spain,20,36.42,728.4,728.4000000000001,Small
10370,2005-01-20 00:00:00,Trucks and Buses,Australia,22,100.0,3949.0,2200.0,Medium
10383,2005-02-22 00:00:00,Trucks and Buses,Spain,27,100.0,3843.99,2700.0,Medium
10412,2005-05-03 00:00:00,Trucks and Buses,Spain,56,98.18,5498.08,5498.08,Medium
10425,2005-05-31 00:00:00,Trucks and Buses,France,38,99.41,3777.58,3777.58,Medium
10101,2003-01-09 00:00:00,Vintage Cars,Germany,25,100.0,3782.0,2500.0,Medium
10110,2003-03-18 00:00:00,Vintage Cars,UK,33,100.0,3859.68,3300.0,Medium
10124,2003-05-21 00:00:00,Vintage Cars,USA,42,100.0,4431.84,4200.0,Medium
10149,2003-09-12 00:00:00,Vintage Cars,USA,33,100.0,4950.33,3300.0,Medium
10162,2003-10-18 00:00:00,Vintage Cars,USA,38,100.0,4299.7,3800.0,Medium
10173,2003-11-05 00:00:00,Vintage Cars,Italy,31,100.0,4492.83,3100.0,Medium
10182,2003-11-12 00:00:00,Vintage Cars,USA,20,100.0,2212.0,2000.0,Small
10193,2003-11-21 00:00:00,Vintage Cars,Australia,44,100.0,4642.88,4400.0,Medium
10204,2003-12-02 00:00:00,Vintage Cars,USA,26,100.0,3206.32,2600.0,Medium
10214,2004-01-26 00:00:00,Vintage Cars,Spain,27,100.0,3604.23,2700.0,Medium
10227,2004-03-02 00:00:00,Vintage Cars,France,46,100.0,7017.76,4600.0,Large
10243,2004-04-26 00:00:00,Vintage Cars,USA,47,100.0,6154.18,4700.0,Medium
10280,2004-08-17 00:00:00,Vintage Cars,Italy,37,100.0,4750.8,3700.0,Medium
10288,2004-09-01 00:00:00,Vintage Cars,Singapore,31,100.0,3822.92,3100.0,Medium
10304,2004-10-11 00:00:00,Vintage Cars,France,24,100.0,2440.8,2400.0,Small
10312,2004-10-21 00:00:00,Vintage Cars,USA,31,100.0,4729.36,3100.0,Medium
10322,2004-11-04 00:00:00,Vintage Cars,USA,50,100.0,12536.5,5000.0,Large
10332,2004-11-17 00:00:00,Vintage Cars,UK,35,64.69,2264.15,2264.15,Small
10344,2004-11-25 00:00:00,Vintage Cars,France,30,100.0,3928.2,3000.0,Medium
10356,2004-12-09 00:00:00,Vintage Cars,France,29,100.0,3630.22,2900.0,Medium
10367,2005-01-12 00:00:00,Vintage Cars,USA,27,100.0,4196.07,2700.0,Medium
10380,2005-02-16 00:00:00,Vintage Cars,Spain,40,100.0,4931.6,4000.0,Medium
10390,2005-03-04 00:00:00,Vintage Cars,USA,31,98.99,3068.69,3068.69,Medium
10409,2005-04-23 00:00:00,Vintage Cars,Singapore,6,100.0,785.64,600.0,Small
10420,2005-05-29 00:00:00,Vintage Cars,Australia,45,100.0,4977.0,4500.0,Medium
10103,2003-01-29 00:00:00,Trucks and Buses,Norway,22,54.09,1189.98,1189.98,Small
10114,2003-04-01 00:00:00,Trucks and Buses,France,45,68.67,3090.15,3090.15,Medium
10126,2003-05-28 00:00:00,Trucks and Buses,Spain,43,65.02,2795.86,2795.8599999999997,Small
10140,2003-07-24 00:00:00,Trucks and Buses,USA,46,61.99,2851.54,2851.54,Small
10151,2003-09-21 00:00:00,Trucks and Buses,Finland,39,69.28,2701.92,2701.92,Small
10165,2003-10-22 00:00:00,Trucks and Buses,Singapore,31,71.1,2204.1,2204.1,Small
10175,2003-11-06 00:00:00,Trucks and Buses,UK,41,69.28,2840.48,2840.48,Small
10184,2003-11-14 00:00:00,Trucks and Buses,Spain,44,60.16,2647.04,2647.04,Small
10194,2003-11-25 00:00:00,Trucks and Buses,France,45,70.49,3172.05,3172.0499999999997,Medium
10207,2003-12-09 00:00:00,Trucks and Buses,USA,37,69.89,2585.93,2585.93,Small
10217,2004-02-04 00:00:00,Trucks and Buses,Singapore,35,61.38,2148.3,2148.3,Small
10229,2004-03-11 00:00:00,Trucks and Buses,USA,28,59.55,1667.4,1667.3999999999999,Small
10246,2004-05-05 00:00:00,Trucks and Buses,Spain,30,61.99,1859.7,1859.7,Small
10259,2004-06-15 00:00:00,Trucks and Buses,Singapore,30,49.22,1476.6,1476.6,Small
10271,2004-07-20 00:00:00,Trucks and Buses,USA,25,69.28,1732.0,1732.0,Small
10281,2004-08-19 00:00:00,Trucks and Buses,USA,29,57.73,1674.17,1674.1699999999998,Small
10291,2004-09-08 00:00:00,Trucks and Buses,Sweden,26,57.73,1500.98,1500.98,Small
10305,2004-10-13 00:00:00,Trucks and Buses,USA,41,53.48,2192.68,2192.68,Small
10313,2004-10-22 00:00:00,Trucks and Buses,Canada,34,52.87,1797.58,1797.58,Small
10322,2004-11-04 00:00:00,Trucks and Buses,USA,35,61.21,2142.35,2142.35,Small
10334,2004-11-19 00:00:00,Trucks and Buses,Sweden,34,61.38,2086.92,2086.92,Small
10347,2004-11-29 00:00:00,Trucks and Buses,Australia,50,100.0,6834.5,5000.0,Medium
10357,2004-12-10 00:00:00,Trucks and Buses,USA,41,61.99,2541.59,2541.59,Small
10370,2005-01-20 00:00:00,Trucks and Buses,Australia,22,96.86,2130.92,2130.92,Small
10381,2005-02-17 00:00:00,Trucks and Buses,USA,35,48.62,1701.7,1701.6999999999998,Small
10391,2005-03-09 00:00:00,Trucks and Buses,Australia,44,38.5,1694.0,1694.0,Small
10412,2005-05-03 00:00:00,Trucks and Buses,Spain,47,61.99,2913.53,2913.53,Small
10425,2005-05-31 00:00:00,Trucks and Buses,France,19,49.22,935.18,935.18,Small
10106,2003-02-17 00:00:00,Planes,Italy,34,90.39,3073.26,3073.26,Medium
10120,2003-04-29 00:00:00,Planes,Australia,29,71.81,2082.49,2082.4900000000002,Small
10133,2003-06-27 00:00:00,Planes,Spain,49,69.27,3394.23,3394.23,Medium
10145,2003-08-25 00:00:00,Planes,USA,30,85.32,2559.6,2559.6,Small
10168,2003-10-28 00:00:00,Planes,USA,21,70.96,1490.16,1490.1599999999999,Small
10210,2004-01-12 00:00:00,Planes,Japan,50,76.88,3844.0,3844.0,Medium
10223,2004-02-20 00:00:00,Planes,Australia,47,100.0,4724.91,4700.0,Medium
10235,2004-04-02 00:00:00,Planes,Canada,24,76.03,1824.72,1824.72,Small
10250,2004-05-11 00:00:00,Planes,USA,27,98.84,2668.68,2668.6800000000003,Small
10263,2004-06-28 00:00:00,Planes,USA,33,86.17,2843.61,2843.61,Small
10275,2004-07-23 00:00:00,Planes,France,35,90.39,3163.65,3163.65,Medium
10284,2004-08-21 00:00:00,Planes,Norway,31,71.81,2226.11,2226.11,Small
10297,2004-09-16 00:00:00,Planes,Ireland,25,82.79,2069.75,2069.75,Small
10308,2004-10-15 00:00:00,Planes,USA,27,82.79,2235.33,2235.3300000000004,Small
10318,2004-11-02 00:00:00,Planes,USA,31,100.0,3116.43,3100.0,Medium
10327,2004-11-10 00:00:00,Planes,Denmark,45,100.0,4781.7,4500.0,Medium
10339,2004-11-23 00:00:00,Planes,Japan,27,100.0,2810.7,2700.0,Small
10353,2004-12-04 00:00:00,Planes,USA,27,100.0,3515.67,2700.0,Medium
10374,2005-02-02 00:00:00,Planes,Australia,42,69.27,2909.34,2909.3399999999997,Small
10386,2005-03-01 00:00:00,Planes,Spain,21,74.77,1570.17,1570.1699999999998,Small
10398,2005-03-30 00:00:00,Planes,France,34,76.88,2613.92,2613.92,Small
10401,2005-04-03 00:00:00,Planes,USA,42,76.03,3193.26,3193.26,Medium
10416,2005-05-10 00:00:00,Planes,Italy,15,98.84,1482.6,1482.6000000000001,Small
10107,2003-02-24 00:00:00,Motorcycles,USA,29,70.87,2055.23,2055.23,Small
10120,2003-04-29 00:00:00,Motorcycles,Australia,46,58.15,2674.9,2674.9,Small
10134,2003-07-01 00:00:00,Motorcycles,France,30,61.78,1853.4,1853.4,Small
10145,2003-08-25 00:00:00,Motorcycles,USA,30,49.67,1490.1,1490.1000000000001,Small
10159,2003-10-10 00:00:00,Motorcycles,USA,42,51.48,2162.16,2162.16,Small
10168,2003-10-28 00:00:00,Motorcycles,USA,46,61.18,2814.28,2814.28,Small
10180,2003-11-11 00:00:00,Motorcycles,France,25,64.2,1605.0,1605.0,Small
10188,2003-11-18 00:00:00,Motorcycles,Norway,32,65.42,2093.44,2093.44,Small
10201,2003-12-01 00:00:00,Motorcycles,USA,30,64.81,1944.3,1944.3000000000002,Small
10210,2004-01-12 00:00:00,Motorcycles,Japan,40,49.67,1986.8,1986.8000000000002,Small
10223,2004-02-20 00:00:00,Motorcycles,Australia,28,60.57,1695.96,1695.96,Small
10236,2004-04-03 00:00:00,Motorcycles,USA,23,55.72,1281.56,1281.56,Small
10251,2004-05-18 00:00:00,Motorcycles,USA,29,61.18,1774.22,1774.22,Small
10263,2004-06-28 00:00:00,Motorcycles,USA,34,58.75,1997.5,1997.5,Small
10275,2004-07-23 00:00:00,Motorcycles,France,37,63.6,2353.2,2353.2000000000003,Small
10285,2004-08-27 00:00:00,Motorcycles,USA,20,49.06,981.2,981.2,Small
10298,2004-09-27 00:00:00,Motorcycles,France,32,48.46,1550.72,1550.72,Small
10308,2004-10-15 00:00:00,Motorcycles,USA,34,52.09,1771.06,1771.0600000000002,Small
10318,2004-11-02 00:00:00,Motorcycles,USA,42,52.7,2213.4,2213.4,Small
10329,2004-11-15 00:00:00,Motorcycles,USA,38,100.0,5266.04,3800.0,Medium
10339,2004-11-23 00:00:00,Motorcycles,Japan,30,62.16,1864.8,1864.8,Small
10362,2005-01-05 00:00:00,Motorcycles,USA,23,49.67,1142.41,1142.41,Small
10374,2005-02-02 00:00:00,Motorcycles,Australia,22,53.3,1172.6,1172.6,Small
10389,2005-03-03 00:00:00,Motorcycles,Sweden,39,100.0,6981.0,3900.0,Medium
10402,2005-04-07 00:00:00,Motorcycles,France,55,55.72,3064.6,3064.6,Medium
10417,2005-05-13 00:00:00,Motorcycles,Spain,36,61.18,2202.48,2202.48,Small
10101,2003-01-09 00:00:00,Vintage Cars,Germany,26,100.0,3773.38,2600.0,Medium
10110,2003-03-18 00:00:00,Vintage Cars,UK,31,100.0,5074.39,3100.0,Medium
10125,2003-05-21 00:00:00,Vintage Cars,Australia,34,100.0,6483.46,3400.0,Medium
10139,2003-07-16 00:00:00,Vintage Cars,Australia,41,100.0,7956.46,4100.0,Large
10149,2003-09-12 00:00:00,Vintage Cars,USA,23,100.0,4230.62,2300.0,Medium
10162,2003-10-18 00:00:00,Vintage Cars,USA,48,100.0,7209.12,4800.0,Large
10173,2003-11-05 00:00:00,Vintage Cars,Italy,22,100.0,3452.68,2200.0,Medium
10182,2003-11-12 00:00:00,Vintage Cars,USA,21,100.0,3047.73,2100.0,Medium
10193,2003-11-21 00:00:00,Vintage Cars,Australia,22,100.0,3675.32,2200.0,Medium
10205,2003-12-03 00:00:00,Vintage Cars,Spain,40,100.0,7492.4,4000.0,Large
10214,2004-01-26 00:00:00,Vintage Cars,Spain,50,100.0,9534.5,5000.0,Large
10227,2004-03-02 00:00:00,Vintage Cars,France,29,100.0,5579.02,2900.0,Medium
10244,2004-04-29 00:00:00,Vintage Cars,Spain,43,100.0,5950.34,4300.0,Medium
10255,2004-06-04 00:00:00,Vintage Cars,France,24,100.0,3726.0,2400.0,Medium
10280,2004-08-17 00:00:00,Vintage Cars,Italy,22,100.0,4455.0,2200.0,Medium
10289,2004-09-03 00:00:00,Vintage Cars,Norway,43,100.0,8272.34,4300.0,Large
10304,2004-10-11 00:00:00,Vintage Cars,France,20,100.0,3577.6,2000.0,Medium
10312,2004-10-21 00:00:00,Vintage Cars,USA,25,100.0,3881.25,2500.0,Medium
10322,2004-11-04 00:00:00,Vintage Cars,USA,36,100.0,5797.44,3600.0,Medium
10332,2004-11-17 00:00:00,Vintage Cars,UK,24,52.67,1264.08,1264.08,Small
10347,2004-11-29 00:00:00,Vintage Cars,Australia,21,100.0,4815.3,2100.0,Medium
10356,2004-12-09 00:00:00,Vintage Cars,France,30,100.0,4462.2,3000.0,Medium
10367,2005-01-12 00:00:00,Vintage Cars,USA,32,94.79,3033.28,3033.28,Medium
10380,2005-02-16 00:00:00,Vintage Cars,Spain,21,47.18,990.78,990.78,Small
10390,2005-03-04 00:00:00,Vintage Cars,USA,26,78.11,2030.86,2030.86,Small
10421,2005-05-29 00:00:00,Vintage Cars,USA,35,100.0,5433.75,3500.0,Medium
10109,2003-03-10 00:00:00,Classic Cars,USA,26,100.0,3157.44,2600.0,Medium
10123,2003-05-20 00:00:00,Classic Cars,France,46,100.0,5161.2,4600.0,Medium
10137,2003-07-10 00:00:00,Classic Cars,France,37,100.0,4346.76,3700.0,Medium
10148,2003-09-11 00:00:00,Classic Cars,Australia,27,100.0,3528.36,2700.0,Medium
10161,2003-10-17 00:00:00,Classic Cars,Denmark,23,100.0,3187.8,2300.0,Medium
10172,2003-11-05 00:00:00,Classic Cars,USA,39,100.0,6023.16,3900.0,Medium
10181,2003-11-12 00:00:00,Classic Cars,Norway,27,100.0,3884.76,2700.0,Medium
10192,2003-11-20 00:00:00,Classic Cars,USA,38,100.0,4965.84,3800.0,Medium
10204,2003-12-02 00:00:00,Classic Cars,USA,27,100.0,4169.88,2700.0,Medium
10212,2004-01-16 00:00:00,Classic Cars,Spain,40,100.0,4910.4,4000.0,Medium
10226,2004-02-26 00:00:00,Classic Cars,USA,24,100.0,3231.36,2400.0,Medium
10241,2004-04-13 00:00:00,Classic Cars,France,44,100.0,6853.44,4400.0,Medium
10253,2004-06-01 00:00:00,Classic Cars,UK,37,100.0,5177.04,3700.0,Medium
10266,2004-07-06 00:00:00,Classic Cars,Italy,20,100.0,2824.8,2000.0,Small
10278,2004-08-06 00:00:00,Classic Cars,USA,39,100.0,4324.32,3900.0,Medium
10287,2004-08-30 00:00:00,Classic Cars,Switzerland,44,100.0,5052.96,4400.0,Medium
10301,2003-10-05 00:00:00,Classic Cars,Norway,22,100.0,3223.44,2200.0,Medium
10311,2004-10-16 00:00:00,Classic Cars,Spain,43,100.0,5278.68,4300.0,Medium
10321,2004-11-04 00:00:00,Classic Cars,USA,27,100.0,2851.2,2700.0,Small
10331,2004-11-17 00:00:00,Classic Cars,USA,26,64.9,1687.4,1687.4,Small
10343,2004-11-24 00:00:00,Classic Cars,France,25,52.32,1308.0,1308.0,Small
10366,2005-01-10 00:00:00,Classic Cars,Belgium,49,100.0,6144.6,4900.0,Medium
10379,2005-02-10 00:00:00,Classic Cars,Spain,29,100.0,5127.2,2900.0,Medium
10407,2005-04-22 00:00:00,Classic Cars,USA,41,100.0,6386.16,4100.0,Medium
10419,2005-05-17 00:00:00,Classic Cars,Austria,55,100.0,7695.6,5500.0,Large
10103,2003-01-29 00:00:00,Vintage Cars,Norway,27,83.07,2242.89,2242.89,Small
10112,2003-03-24 00:00:00,Vintage Cars,Sweden,23,100.0,2539.89,2300.0,Small
10126,2003-05-28 00:00:00,Vintage Cars,Spain,31,90.17,2795.27,2795.27,Small
10139,2003-07-16 00:00:00,Vintage Cars,Australia,46,100.0,5545.76,4600.0,Medium
10150,2003-09-19 00:00:00,Vintage Cars,Singapore,47,91.18,4285.46,4285.46,Medium
10163,2003-10-20 00:00:00,Vintage Cars,USA,31,100.0,3329.09,3100.0,Medium
10174,2003-11-06 00:00:00,Vintage Cars,Australia,46,100.0,5592.22,4600.0,Medium
10183,2003-11-13 00:00:00,Vintage Cars,USA,37,89.15,3298.55,3298.55,Medium
10193,2003-11-21 00:00:00,Vintage Cars,Australia,28,93.21,2609.88,2609.8799999999997,Small
10206,2003-12-05 00:00:00,Vintage Cars,Canada,37,90.17,3336.29,3336.29,Medium
10215,2004-01-29 00:00:00,Vintage Cars,USA,49,100.0,5510.05,4900.0,Medium
10228,2004-03-10 00:00:00,Vintage Cars,USA,24,100.0,2504.4,2400.0,Small
10244,2004-04-29 00:00:00,Vintage Cars,Spain,30,100.0,3525.6,3000.0,Medium
10257,2004-06-14 00:00:00,Vintage Cars,USA,50,88.14,4407.0,4407.0,Medium
10270,2004-07-19 00:00:00,Vintage Cars,Australia,31,96.24,2983.44,2983.44,Small
10280,2004-08-17 00:00:00,Vintage Cars,Italy,46,100.0,5126.24,4600.0,Medium
10291,2004-09-08 00:00:00,Vintage Cars,Sweden,47,100.0,5713.79,4700.0,Medium
10304,2004-10-11 00:00:00,Vintage Cars,France,46,100.0,4613.8,4600.0,Medium
10312,2004-10-21 00:00:00,Vintage Cars,USA,37,100.0,3711.1,3700.0,Medium
10322,2004-11-04 00:00:00,Vintage Cars,USA,33,100.0,3524.73,3300.0,Medium
10333,2004-11-18 00:00:00,Vintage Cars,USA,31,90.17,2795.27,2795.27,Small
10347,2004-11-29 00:00:00,Vintage Cars,Australia,48,100.0,4814.4,4800.0,Medium
10357,2004-12-10 00:00:00,Vintage Cars,USA,41,87.13,3572.33,3572.33,Medium
10369,2005-01-20 00:00:00,Vintage Cars,USA,42,100.0,4581.36,4200.0,Medium
10381,2005-02-17 00:00:00,Vintage Cars,USA,41,100.0,4319.76,4100.0,Medium
10391,2005-03-09 00:00:00,Vintage Cars,Australia,32,45.25,1448.0,1448.0,Small
10423,2005-05-30 00:00:00,Vintage Cars,Belgium,10,88.14,881.4,881.4,Small
10103,2003-01-29 00:00:00,Vintage Cars,Norway,35,57.46,2011.1,2011.1000000000001,Small
10111,2003-03-25 00:00:00,Vintage Cars,USA,28,64.33,1801.24,1801.24,Small
10126,2003-05-28 00:00:00,Vintage Cars,Spain,46,73.7,3390.2,3390.2000000000003,Medium
10139,2003-07-16 00:00:00,Vintage Cars,Australia,20,71.2,1424.0,1424.0,Small
10150,2003-09-19 00:00:00,Vintage Cars,Singapore,30,49.97,1499.1,1499.1,Small
10163,2003-10-20 00:00:00,Vintage Cars,USA,48,69.96,3358.08,3358.08,Medium
10173,2003-11-05 00:00:00,Vintage Cars,Italy,28,53.72,1504.16,1504.1599999999999,Small
10183,2003-11-13 00:00:00,Vintage Cars,USA,39,68.08,2655.12,2655.12,Small
10193,2003-11-21 00:00:00,Vintage Cars,Australia,24,51.84,1244.16,1244.16,Small
10206,2003-12-05 00:00:00,Vintage Cars,Canada,28,67.46,1888.88,1888.8799999999999,Small
10215,2004-01-29 00:00:00,Vintage Cars,USA,31,58.71,1820.01,1820.01,Small
10228,2004-03-10 00:00:00,Vintage Cars,USA,45,63.71,2866.95,2866.95,Small
10244,2004-04-29 00:00:00,Vintage Cars,Spain,24,58.09,1394.16,1394.16,Small
10257,2004-06-14 00:00:00,Vintage Cars,USA,49,53.72,2632.28,2632.2799999999997,Small
10269,2004-07-16 00:00:00,Vintage Cars,Austria,32,63.08,2018.56,2018.56,Small
10280,2004-08-17 00:00:00,Vintage Cars,Italy,43,68.71,2954.53,2954.5299999999997,Small
10291,2004-09-08 00:00:00,Vintage Cars,Sweden,37,50.59,1871.83,1871.8300000000002,Small
10304,2004-10-11 00:00:00,Vintage Cars,France,24,64.96,1559.04,1559.04,Small
10312,2004-10-21 00:00:00,Vintage Cars,USA,35,53.72,1880.2,1880.2,Small
10322,2004-11-04 00:00:00,Vintage Cars,USA,41,29.87,1224.67,1224.67,Small
10332,2004-11-17 00:00:00,Vintage Cars,UK,26,100.0,2979.08,2600.0,Small
10347,2004-11-29 00:00:00,Vintage Cars,Australia,34,64.96,2208.64,2208.64,Small
10357,2004-12-10 00:00:00,Vintage Cars,USA,49,70.58,3458.42,3458.42,Medium
10369,2005-01-20 00:00:00,Vintage Cars,USA,28,44.21,1237.88,1237.88,Small
10381,2005-02-17 00:00:00,Vintage Cars,USA,40,68.08,2723.2,2723.2,Small
10392,2005-03-10 00:00:00,Vintage Cars,Austria,37,59.96,2218.52,2218.52,Small
10423,2005-05-30 00:00:00,Vintage Cars,Belgium,31,53.72,1665.32,1665.32,Small
10106,2003-02-17 00:00:00,Ships,Italy,41,83.44,3421.04,3421.04,Medium
10119,2003-04-28 00:00:00,Ships,Austria,21,89.46,1878.66,1878.6599999999999,Small
10130,2003-06-16 00:00:00,Ships,USA,40,96.34,3853.6,3853.6000000000004,Medium
10143,2003-08-10 00:00:00,Ships,USA,46,74.84,3442.64,3442.6400000000003,Medium
10155,2003-10-06 00:00:00,Ships,Finland,44,79.14,3482.16,3482.16,Medium
10167,2003-10-23 00:00:00,Ships,Sweden,46,73.12,3363.52,3363.5200000000004,Medium
10178,2003-11-08 00:00:00,Ships,France,41,81.72,3350.52,3350.52,Medium
10186,2003-11-14 00:00:00,Ships,UK,32,89.46,2862.72,2862.72,Small
10197,2003-11-26 00:00:00,Ships,Spain,46,87.74,4036.04,4036.04,Medium
10209,2004-01-09 00:00:00,Ships,USA,28,100.0,2817.92,2800.0,Small
10222,2004-02-19 00:00:00,Ships,USA,49,94.62,4636.38,4636.38,Medium
10248,2004-05-07 00:00:00,Ships,USA,21,73.98,1553.58,1553.5800000000002,Small
10262,2004-06-24 00:00:00,Ships,Spain,32,84.3,2697.6,2697.6,Small
10273,2004-07-21 00:00:00,Ships,Belgium,34,98.06,3334.04,3334.04,Medium
10283,2004-08-20 00:00:00,Ships,Canada,21,98.06,2059.26,2059.26,Small
10296,2004-09-15 00:00:00,Ships,Germany,21,96.34,2023.14,2023.14,Small
10307,2004-10-14 00:00:00,Ships,USA,31,83.44,2586.64,2586.64,Small
10316,2004-11-01 00:00:00,Ships,UK,21,94.62,1987.02,1987.02,Small
10327,2004-11-10 00:00:00,Ships,Denmark,25,45.86,1146.5,1146.5,Small
10338,2004-11-22 00:00:00,Ships,Belgium,28,82.58,2312.24,2312.24,Small
10350,2004-12-02 00:00:00,Ships,Spain,43,64.97,2793.71,2793.71,Small
10373,2005-01-31 00:00:00,Ships,Finland,22,86.74,1908.28,1908.28,Small
10386,2005-03-01 00:00:00,Ships,Spain,37,93.01,3441.37,3441.3700000000003,Medium
10398,2005-03-30 00:00:00,Ships,France,28,72.26,2023.28,2023.2800000000002,Small
10400,2005-04-01 00:00:00,Ships,USA,30,74.84,2245.2,2245.2000000000003,Small
10414,2005-05-06 00:00:00,Ships,USA,44,73.98,3255.12,3255.1200000000003,Medium
10103,2003-01-29 00:00:00,Vintage Cars,Norway,25,100.0,2539.5,2500.0,Small
10111,2003-03-25 00:00:00,Vintage Cars,USA,43,100.0,4818.15,4300.0,Medium
10126,2003-05-28 00:00:00,Vintage Cars,Spain,30,97.39,2921.7,2921.7,Small
10139,2003-07-16 00:00:00,Vintage Cars,Australia,20,90.06,1801.2,1801.2,Small
10150,2003-09-19 00:00:00,Vintage Cars,Singapore,26,100.0,2804.36,2600.0,Small
10163,2003-10-20 00:00:00,Vintage Cars,USA,40,100.0,4900.8,4000.0,Medium
10173,2003-11-05 00:00:00,Vintage Cars,Italy,31,89.01,2759.31,2759.31,Small
10183,2003-11-13 00:00:00,Vintage Cars,USA,22,100.0,2488.2,2200.0,Small
10193,2003-11-21 00:00:00,Vintage Cars,Australia,23,100.0,2769.89,2300.0,Small
10206,2003-12-05 00:00:00,Vintage Cars,Canada,30,100.0,3581.4,3000.0,Medium
10215,2004-01-29 00:00:00,Vintage Cars,USA,49,100.0,5285.14,4900.0,Medium
